ngram,phish_count,clean_count,phish_freq,clean_freq,phish_score
engineering,72.0,697.0,3.1691507820319716e-05,0.00010499415150942273,-1.1762685736595007
hotel,108.0,1037.0,4.753726173047957e-05,0.00015621081078231186,-1.175255862442623
basic,85.0,819.0,3.7413585621210775e-05,0.0001233718939544006,-1.1748650326929686
friday,206.0,1940.0,9.06729251525814e-05,0.0002922362323217792,-1.1627514567674628
distributed,50.0,481.0,2.200799154188869e-05,7.245650914782258e-05,-1.160851904891007
acquisition,218.0,2044.0,9.595484312263469e-05,0.0003079025045699571,-1.1587803726298076
accepted,129.0,1215.0,5.678061817807282e-05,0.0001830242382840009,-1.15841408493249
irish,92.0,867.0,4.049470443707519e-05,0.0001306024811458673,-1.154220057236809
related,216.0,2005.0,9.507452346095914e-05,0.00030202765247689035,-1.1486998872798655
universal,55.0,519.0,2.4208790696077558e-05,7.818072400773372e-05,-1.1445401146232337
announcement,95.0,884.0,4.181518392958851e-05,0.00013316331410951176,-1.1421650154910212
reported,83.0,773.0,3.653326595953523e-05,0.00011644258122924501,-1.1407219117596792
earlier,87.0,809.0,3.829390528288632e-05,0.00012186552162284504,-1.1400210121341106
au,98.0,907.0,4.3135663422101834e-05,0.00013662797047208955,-1.137286028607236
ken,52.0,487.0,2.288831120356424e-05,7.336033254675591e-05,-1.1355333666394003
article,102.0,941.0,4.4896302745452925e-05,0.00014174963639937847,-1.134707737804029
pages,161.0,1472.0,7.086573276488159e-05,0.00022173800720497885,-1.131196669833722
fields,52.0,483.0,2.288831120356424e-05,7.275778361413369e-05,-1.1273972618588763
probably,128.0,1161.0,5.634045834723505e-05,0.00017488982769360084,-1.1208513660955384
electricity,59.0,540.0,2.5969430019428653e-05,8.13441059040004e-05,-1.1162028772855124
intelligence,89.0,806.0,3.9174224944561867e-05,0.00012141360992337838,-1.1141799366273388
fr,77.0,695.0,3.3892306974508584e-05,0.00010469287704311162,-1.1082711277968669
chief,111.0,995.0,4.885774122299289e-05,0.0001498840469897785,-1.1073378664157894
volume,219.0,1941.0,9.639500295347247e-05,0.0002923868695549348,-1.1027172070443734
root,55.0,496.0,2.4208790696077558e-05,7.471606764515592e-05,-1.0997976213161522
thomas,61.0,547.0,2.6849749681104203e-05,8.239856653608929e-05,-1.0968071431785735
asian,52.0,467.0,2.288831120356424e-05,7.034758788364478e-05,-1.0941742682122417
types,86.0,763.0,3.785374545204855e-05,0.00011493620889768946,-1.0932356363484719
understanding,128.0,1126.0,5.634045834723505e-05,0.00016961752453315638,-1.0904178987972322
ii,115.0,1012.0,5.061838054634399e-05,0.00015244487995342296,-1.0894635930908263
changes,171.0,1497.0,7.526733107325933e-05,0.00022550393803386776,-1.0885176488104473
positions,79.0,696.0,3.477262663618413e-05,0.00010484351427626717,-1.0847787410885332
especially,124.0,1082.0,5.457981902388395e-05,0.0001629894862743119,-1.0819821495140554
resume,57.0,503.0,2.5089110357753107e-05,7.577052827724481e-05,-1.0793028205214266
york,255.0,2200.0,0.00011224075686363232,0.0003314019129422238,-1.076828673971121
appears,65.0,569.0,2.8610389004455298e-05,8.571258566551153e-05,-1.0744737570054494
main,163.0,1404.0,7.174605242655713e-05,0.00021149467535040104,-1.0719422884745042
december,150.0,1292.0,6.602397462566608e-05,0.00019462330523697873,-1.071140512312724
artificial,82.0,709.0,3.609310612869745e-05,0.00010680179830728941,-1.066863206508081
beginning,75.0,646.0,3.301198731283304e-05,9.731165261848936e-05,-1.0614295310129827
question,217.0,1844.0,9.551468329179692e-05,0.0002777750579388458,-1.0607100574508939
human,167.0,1419.0,7.350669174990822e-05,0.0002137542338477344,-1.0586053324115976
forms,138.0,1171.0,6.074205665561279e-05,0.00017639620002515643,-1.055420319191714
advance,67.0,571.0,2.9490708666130844e-05,8.601386013182264e-05,-1.048645414520142
sort,60.0,509.0,2.640958985026643e-05,7.667435167617815e-05,-1.0416321619273228
example,236.0,1963.0,0.00010387772007771461,0.000295700888684357,-1.0399294216912829
follows,72.0,606.0,3.1691507820319716e-05,9.128616329226711e-05,-1.037778875620543
series,152.0,1252.0,6.690429428734162e-05,0.00018859781591075648,-1.0268057934409764
held,216.0,1774.0,9.507452346095914e-05,0.00026723045161795687,-1.0267223287452643
option,88.0,727.0,3.87340651137241e-05,0.00010951326850408943,-1.0229267076239743
san,104.0,855.0,4.577662240712848e-05,0.00012879483434800063,-1.020571449561174
standards,50.0,417.0,2.200799154188869e-05,6.281572622586697e-05,-1.020158038622425
useful,94.0,773.0,4.137502409875074e-05,0.00011644258122924501,-1.0193904093539876
words,321.0,2611.0,0.0001412913056989254,0.00039331381576915747,-1.019270674156485
netherlands,110.0,898.0,4.8417581392155116e-05,0.00013527223537368956,-1.0143483561280535
linux,212.0,1717.0,9.331388413760805e-05,0.00025864412932809016,-1.0126835475925184
registration,384.0,3099.0,0.00016902137504170515,0.00046682478554906895,-1.0121696712781985
east,93.0,759.0,4.0934864267912965e-05,0.00011433365996506722,-1.0117117547471006
j,669.0,5379.0,0.00029446692683047067,0.0008102776771437373,-1.0100534762576108
appropriate,94.0,763.0,4.137502409875074e-05,0.00011493620889768946,-1.0064809821447755
looks,86.0,696.0,3.785374545204855e-05,0.00010484351427626717,-1.0021572427250673
lay,73.0,592.0,3.2131667651157485e-05,8.917724202808932e-05,-1.0012875379259898
generation,101.0,814.0,4.4456142914615156e-05,0.00012261870778862283,-1.000453921955513
closed,63.0,509.0,2.773006934277975e-05,7.667435167617815e-05,-0.9945808220327319
books,139.0,1106.0,6.118221648645056e-05,0.00016660477987004527,-0.9915396568648002
washington,122.0,972.0,5.3699499362208405e-05,0.0001464193906272007,-0.9914269652112265
evening,50.0,405.0,2.200799154188869e-05,6.10080794280003e-05,-0.9914230759874224
usa,441.0,3459.0,0.00019411048539945825,0.0005210541894850692,-0.9842054038653847
fall,88.0,699.0,3.87340651137241e-05,0.00010529542597573385,-0.9840133719458274
load,54.0,432.0,2.3768630865239785e-05,6.507528472320032e-05,-0.9812168015090326
charles,62.0,493.0,2.7289909511941976e-05,7.426415594568926e-05,-0.9784988180962023
joseph,50.0,397.0,2.200799154188869e-05,5.980298156275585e-05,-0.9717972127084065
basis,147.0,1146.0,6.470349513315275e-05,0.00017263026919626752,-0.9717760263073703
mean,96.0,751.0,4.225534376042629e-05,0.00011312856209982277,-0.9702047697937939
indeed,58.0,458.0,2.552927018859088e-05,6.899185278524478e-05,-0.9701301876331813
college,149.0,1158.0,6.55838147948283e-05,0.0001744379159941342,-0.9688236983874179
input,61.0,480.0,2.6849749681104203e-05,7.230587191466702e-05,-0.9678167354387509
field,190.0,1472.0,8.363036785917702e-05,0.00022173800720497885,-0.9677030648448057
historical,130.0,1010.0,5.7220778008910596e-05,0.00015214360548711185,-0.9671337776530827
ed,155.0,1200.0,6.822477377985494e-05,0.00018076467978666756,-0.9653540811120253
austin,64.0,498.0,2.8170229173617525e-05,7.501734211146703e-05,-0.9578128596010804
electronic,193.0,1475.0,8.495084735169035e-05,0.00022218991890444553,-0.9542474728497395
lon,81.0,624.0,3.5652946297859676e-05,9.399763348906713e-05,-0.9523581654283646
cover,99.0,758.0,4.357582325293961e-05,0.00011418302273191166,-0.9493307327653415
library,52.0,403.0,2.288831120356424e-05,6.070680496168919e-05,-0.9490049476203323
ilug,92.0,703.0,4.049470443707519e-05,0.00010589797490835608,-0.9463090588882727
ive,114.0,867.0,5.0178220715506215e-05,0.0001306024811458673,-0.9444718075086083
department,418.0,3148.0,0.00018398680929018947,0.0004742060099736912,-0.9434638938173261
points,127.0,962.0,5.5900298516397274e-05,0.00014491301829564515,-0.9417100916190771
remains,54.0,415.0,2.3768630865239785e-05,6.251445175955586e-05,-0.9416894987061409
industrial,73.0,557.0,3.2131667651157485e-05,8.390493886764486e-05,-0.9410427127562396
2nd,61.0,467.0,2.6849749681104203e-05,7.034758788364478e-05,-0.9407395583131709
processing,244.0,1830.0,0.00010739899872441681,0.000275666136674668,-0.9369926443837068
participation,113.0,853.0,4.973806088466844e-05,0.00012849355988168952,-0.9369548125182786
deal,358.0,2675.0,0.00015757721943992302,0.0004029545986911131,-0.9350608285938908
beyond,59.0,448.0,2.5969430019428653e-05,6.748548045368923e-05,-0.9319177555661765
trader,62.0,470.0,2.7289909511941976e-05,7.079949958311146e-05,-0.9313723197151064
data,640.0,4753.0,0.00028170229173617525,0.0007159787691883591,-0.9306518582773178
participants,210.0,1566.0,9.24335644759325e-05,0.00023589790712160116,-0.930378633310723
certainly,70.0,527.0,3.081118815864417e-05,7.938582187297816e-05,-0.927019758973839
though,182.0,1348.0,8.010908921247484e-05,0.00020305899029368987,-0.9226140911714124
annual,112.0,830.0,4.929790105383067e-05,0.00012502890351911172,-0.9185479259707889
systems,456.0,3335.0,0.00020071288286202486,0.0005023751725737802,-0.9144904476813224
concerning,60.0,447.0,2.640958985026643e-05,6.733484322053366e-05,-0.9135268394409404
education,161.0,1177.0,7.086573276488159e-05,0.00017730002342408976,-0.9086681008841785
maintainer,87.0,639.0,3.829390528288632e-05,9.625719198640047e-05,-0.906289508363408
original,373.0,2702.0,0.00016417961690248962,0.0004070218039863131,-0.9042871450122548
style,412.0,2979.0,0.0001813458503051628,0.0004487483175704022,-0.9027829717753149
interface,90.0,656.0,3.961438477539964e-05,9.881802495004493e-05,-0.8992264690618013
associate,66.0,483.0,2.905054883529307e-05,7.275778361413369e-05,-0.897905605297462
brown,66.0,483.0,2.905054883529307e-05,7.275778361413369e-05,-0.897905605297462
status,173.0,1250.0,7.614765073493486e-05,0.00018829654144444536,-0.8975936600839968
44,162.0,1171.0,7.130589259571935e-05,0.00017639620002515643,-0.8974800214101717
difficult,77.0,561.0,3.3892306974508584e-05,8.450748780026708e-05,-0.8963375743392565
task,59.0,432.0,2.5969430019428653e-05,6.507528472320032e-05,-0.8960907665175559
techniques,94.0,682.0,4.137502409875074e-05,0.0001027345930120894,-0.8952765125925993
century,82.0,596.0,3.609310612869745e-05,8.977979096071156e-05,-0.8950055606101823
thus,123.0,889.0,5.413965919304618e-05,0.00013391650027528955,-0.8947868457795479
forum,86.0,624.0,3.785374545204855e-05,9.399763348906713e-05,-0.8940475004500285
listmaster,87.0,630.0,3.829390528288632e-05,9.490145688800046e-05,-0.8922517485270198
perform,51.0,371.0,2.2448151372726463e-05,5.588641350071139e-05,-0.886264875008504
presented,108.0,771.0,4.753726173047957e-05,0.0001161413067629339,-0.8810491700971175
says,152.0,1081.0,6.690429428734162e-05,0.00016283884904115634,-0.8807840400756223
ma,89.0,636.0,3.9174224944561867e-05,9.580528028693381e-05,-0.8794759217596
publishing,94.0,671.0,4.137502409875074e-05,0.00010107758344737827,-0.8791740117885191
development,391.0,2760.0,0.00017210249385756957,0.00041575876350933536,-0.8786236805142833
either,256.0,1805.0,0.0001126809166944701,0.0002719002058457791,-0.8757106344329832
nbsp,669.0,4683.0,0.00029446692683047067,0.0007054341628674701,-0.8716731022077051
england,84.0,594.0,3.6973425790373e-05,8.947851649440044e-05,-0.8682258419417619
pretty,75.0,530.0,3.301198731283304e-05,7.983773357244483e-05,-0.8657308256724557
planning,85.0,599.0,3.7413585621210775e-05,9.023170266017822e-05,-0.8649912643204505
together,208.0,1451.0,9.155324481425696e-05,0.00021857462530871217,-0.8639080548364324
far,191.0,1333.0,8.40705276900148e-05,0.00020079943179635655,-0.8637936422604066
storage,91.0,638.0,4.005454460623742e-05,9.610655475324492e-05,-0.86090733938747
different,450.0,3110.0,0.00019807192387699823,0.0004684817951137801,-0.8579633369027834
overview,51.0,359.0,2.2448151372726463e-05,5.4078766702844706e-05,-0.8539726235286077
rose,50.0,352.0,2.200799154188869e-05,5.3024306070755816e-05,-0.8535924437930048
utilities,57.0,400.0,2.5089110357753107e-05,6.0254893262222514e-05,-0.8535257366366001
07,158.0,1090.0,6.954525327236826e-05,0.00016419458413955635,-0.8508696826077164
dans,66.0,460.0,2.905054883529307e-05,6.929312725155589e-05,-0.8497931060176462
common,162.0,1116.0,7.130589259571935e-05,0.00016811115220160083,-0.8496505762055327
asked,171.0,1175.0,7.526733107325933e-05,0.00017699874895777865,-0.8475318395158092
critical,77.0,533.0,3.3892306974508584e-05,8.028964527191151e-05,-0.8457522696329332
port,61.0,424.0,2.6849749681104203e-05,6.387018685795586e-05,-0.8455641694978553
mention,59.0,408.0,2.5969430019428653e-05,6.145999112746697e-05,-0.839822206748779
install,71.0,489.0,3.125134798948194e-05,7.366160701306702e-05,-0.839406157181312
australia,100.0,685.0,4.401598308377738e-05,0.00010318650471155606,-0.8391650012584333
should,1232.0,8335.0,0.0005422769115921373,0.0012555613383515617,-0.8385150165807422
unit,108.0,737.0,4.753726173047957e-05,0.00011101964083564498,-0.8363424344567718
automatic,76.0,521.0,3.345214714367081e-05,7.848199847404483e-05,-0.835959239837457
uses,101.0,687.0,4.4456142914615156e-05,0.00010348777917786717,-0.8323221497720308
west,144.0,972.0,6.338301564063943e-05,0.0001464193906272007,-0.8284316561310195
final,301.0,2016.0,0.00013248810908216991,0.0003036846620416015,-0.8252649434960436
asset,62.0,422.0,2.7289909511941976e-05,6.356891239164475e-05,-0.8252278759114003
title,278.0,1861.0,0.00012236443297290113,0.0002803358909024903,-0.8244064523490531
brief,75.0,507.0,3.301198731283304e-05,7.637307720986704e-05,-0.8219258499164708
length,129.0,865.0,5.678061817807282e-05,0.00013030120667955619,-0.8208405777092335
environment,81.0,546.0,3.5652946297859676e-05,8.224792930293373e-05,-0.8203294400926735
tel,277.0,1845.0,0.00012192427314206335,0.00027792569517200134,-0.8193769205411342
changed,79.0,532.0,3.477262663618413e-05,8.013900803875595e-05,-0.8189808505632438
various,212.0,1413.0,9.331388413760805e-05,0.00021285041044880103,-0.8186483415030595
northern,59.0,399.0,2.5969430019428653e-05,6.010425602906696e-05,-0.8178775174738002
agree,87.0,584.0,3.829390528288632e-05,8.797214416284487e-05,-0.8172539088187981
concept,58.0,391.0,2.552927018859088e-05,5.889915816382251e-05,-0.8144137921360491
11,934.0,6138.0,0.0004111092820024807,0.0009246113371088045,-0.8091658624369542
messages,191.0,1261.0,8.40705276900148e-05,0.0001899535510091565,-0.8085495600597773
except,75.0,500.0,3.301198731283304e-05,7.531861657777815e-05,-0.8082038698711416
01,597.0,3907.0,0.000262775419010151,0.0005885396699387585,-0.8042439563861985
however,366.0,2397.0,0.0001610984980866252,0.00036107744787386843,-0.8036539699980382
testing,60.0,399.0,2.640958985026643e-05,6.010425602906696e-05,-0.8016885738330066
problem,304.0,1987.0,0.00013380858857468323,0.0002993161822800904,-0.8009799506733859
1px,65.0,431.0,2.8610389004455298e-05,6.492464749004477e-05,-0.8003871054576042
panel,99.0,651.0,4.357582325293961e-05,9.806483878426714e-05,-0.7985829404543401
primarily,51.0,339.0,2.2448151372726463e-05,5.1066022039733586e-05,-0.79772090879659
thursday,252.0,1641.0,0.000110920277371119,0.0002471956996082679,-0.7964307376517822
indicate,80.0,526.0,3.5212786467021906e-05,7.92351846398226e-05,-0.7955498561003514
progress,76.0,500.0,3.345214714367081e-05,7.531861657777815e-05,-0.7953455784803322
standard,191.0,1244.0,8.40705276900148e-05,0.00018739271804551203,-0.7950480598541573
04,224.0,1457.0,9.859580210766134e-05,0.0002194784487076455,-0.7946799356340003
allen,52.0,342.0,2.288831120356424e-05,5.151793373920025e-05,-0.7877654379769946
mm,70.0,457.0,3.081118815864417e-05,6.884121555208923e-05,-0.7864062593951167
16,474.0,3037.0,0.00020863575981710478,0.0004574852770934245,-0.7825566324433123
correct,99.0,640.0,4.357582325293961e-05,9.640782921955603e-05,-0.7817149570316951
speak,92.0,592.0,4.049470443707519e-05,8.917724202808932e-05,-0.7762112743901817
