ngram,phish_count,clean_count,phish_freq,clean_freq,phish_score
rules,94,1017,4.14E-05,0.000153198,-1.291678785
aug,65,708,2.86E-05,0.000106651,-1.29077073
examples,120,1291,5.28E-05,0.000194473,-1.28979066
british,52,559,2.29E-05,8.42E-05,-1.271685089
preferred,57,611,2.51E-05,9.20E-05,-1.271504517
association,101,1066,4.45E-05,0.000160579,-1.268248016
rule,57,596,2.51E-05,8.98E-05,-1.246918695
scientific,57,591,2.51E-05,8.90E-05,-1.238587236
although,105,1074,4.62E-05,0.000161784,-1.237677169
applications,171,1728,7.53E-05,0.000260301,-1.231428849
knowledge,183,1848,8.05E-05,0.000278378,-1.231357176
proposed,73,746,3.21E-05,0.000112375,-1.230214673
case,348,3474,0.000153176,0.000523314,-1.223997911
chinese,105,1056,4.62E-05,0.000159073,-1.220880065
seem,81,816,3.57E-05,0.00012292,-1.218142238
published,139,1384,6.12E-05,0.000208482,-1.214568436
early,133,1319,5.85E-05,0.000198691,-1.210099245
clearly,59,591,2.60E-05,8.90E-05,-1.205401232
feature,93,921,4.09E-05,0.000138737,-1.203643746
european,170,1662,7.48E-05,0.000250359,-1.198425832
school,198,1924,8.72E-05,0.000289826,-1.193666689
whether,189,1831,8.32E-05,0.000275817,-1.190277201
comments,104,1014,4.58E-05,0.000152746,-1.189919338
march,189,1816,8.32E-05,0.000273557,-1.182081054
engineering,72,697,3.17E-05,0.000104994,-1.176268574
hotel,108,1037,4.75E-05,0.000156211,-1.175255862
basic,85,819,3.74E-05,0.000123372,-1.174865033
friday,206,1940,9.07E-05,0.000292236,-1.162751457
distributed,50,481,2.20E-05,7.25E-05,-1.160851905
acquisition,218,2044,9.60E-05,0.000307903,-1.158780373
accepted,129,1215,5.68E-05,0.000183024,-1.158414085
irish,92,867,4.05E-05,0.000130602,-1.154220057
related,216,2005,9.51E-05,0.000302028,-1.148699887
universal,55,519,2.42E-05,7.82E-05,-1.144540115
announcement,95,884,4.18E-05,0.000133163,-1.142165015
reported,83,773,3.65E-05,0.000116443,-1.140721912
earlier,87,809,3.83E-05,0.000121866,-1.140021012
au,98,907,4.31E-05,0.000136628,-1.137286029
ken,52,487,2.29E-05,7.34E-05,-1.135533367
article,102,941,4.49E-05,0.00014175,-1.134707738
pages,161,1472,7.09E-05,0.000221738,-1.13119667
fields,52,483,2.29E-05,7.28E-05,-1.127397262
probably,128,1161,5.63E-05,0.00017489,-1.120851366
electricity,59,540,2.60E-05,8.13E-05,-1.116202877
intelligence,89,806,3.92E-05,0.000121414,-1.114179937
fr,77,695,3.39E-05,0.000104693,-1.108271128
chief,111,995,4.89E-05,0.000149884,-1.107337866
volume,219,1941,9.64E-05,0.000292387,-1.102717207
root,55,496,2.42E-05,7.47E-05,-1.099797621
thomas,61,547,2.68E-05,8.24E-05,-1.096807143
asian,52,467,2.29E-05,7.03E-05,-1.094174268
types,86,763,3.79E-05,0.000114936,-1.093235636
understanding,128,1126,5.63E-05,0.000169618,-1.090417899
ii,115,1012,5.06E-05,0.000152445,-1.089463593
changes,171,1497,7.53E-05,0.000225504,-1.088517649
positions,79,696,3.48E-05,0.000104844,-1.084778741
especially,124,1082,5.46E-05,0.000162989,-1.08198215
resume,57,503,2.51E-05,7.58E-05,-1.079302821
york,255,2200,0.000112241,0.000331402,-1.076828674
appears,65,569,2.86E-05,8.57E-05,-1.074473757
main,163,1404,7.17E-05,0.000211495,-1.071942288
december,150,1292,6.60E-05,0.000194623,-1.071140512
artificial,82,709,3.61E-05,0.000106802,-1.066863207
beginning,75,646,3.30E-05,9.73E-05,-1.061429531
question,217,1844,9.55E-05,0.000277775,-1.060710057
human,167,1419,7.35E-05,0.000213754,-1.058605332
forms,138,1171,6.07E-05,0.000176396,-1.055420319
advance,67,571,2.95E-05,8.60E-05,-1.048645415
sort,60,509,2.64E-05,7.67E-05,-1.041632162
example,236,1963,0.000103878,0.000295701,-1.039929422
follows,72,606,3.17E-05,9.13E-05,-1.037778876
series,152,1252,6.69E-05,0.000188598,-1.026805793
held,216,1774,9.51E-05,0.00026723,-1.026722329
option,88,727,3.87E-05,0.000109513,-1.022926708
san,104,855,4.58E-05,0.000128795,-1.02057145
standards,50,417,2.20E-05,6.28E-05,-1.020158039
useful,94,773,4.14E-05,0.000116443,-1.019390409
words,321,2611,0.000141291,0.000393314,-1.019270674
netherlands,110,898,4.84E-05,0.000135272,-1.014348356
linux,212,1717,9.33E-05,0.000258644,-1.012683548
registration,384,3099,0.000169021,0.000466825,-1.012169671
east,93,759,4.09E-05,0.000114334,-1.011711755
j,669,5379,0.000294467,0.000810278,-1.010053476
appropriate,94,763,4.14E-05,0.000114936,-1.006480982
looks,86,696,3.79E-05,0.000104844,-1.002157243
lay,73,592,3.21E-05,8.92E-05,-1.001287538
generation,101,814,4.45E-05,0.000122619,-1.000453922
closed,63,509,2.77E-05,7.67E-05,-0.994580822
books,139,1106,6.12E-05,0.000166605,-0.991539657
washington,122,972,5.37E-05,0.000146419,-0.991426965
evening,50,405,2.20E-05,6.10E-05,-0.991423076
usa,441,3459,0.00019411,0.000521054,-0.984205404
fall,88,699,3.87E-05,0.000105295,-0.984013372
load,54,432,2.38E-05,6.51E-05,-0.981216802
charles,62,493,2.73E-05,7.43E-05,-0.978498818
joseph,50,397,2.20E-05,5.98E-05,-0.971797213
basis,147,1146,6.47E-05,0.00017263,-0.971776026
mean,96,751,4.23E-05,0.000113129,-0.97020477
indeed,58,458,2.55E-05,6.90E-05,-0.970130188
college,149,1158,6.56E-05,0.000174438,-0.968823698
input,61,480,2.68E-05,7.23E-05,-0.967816735
field,190,1472,8.36E-05,0.000221738,-0.967703065
historical,130,1010,5.72E-05,0.000152144,-0.967133778
ed,155,1200,6.82E-05,0.000180765,-0.965354081
austin,64,498,2.82E-05,7.50E-05,-0.95781286
electronic,193,1475,8.50E-05,0.00022219,-0.954247473
lon,81,624,3.57E-05,9.40E-05,-0.952358165
cover,99,758,4.36E-05,0.000114183,-0.949330733
library,52,403,2.29E-05,6.07E-05,-0.949004948
ilug,92,703,4.05E-05,0.000105898,-0.946309059
ive,114,867,5.02E-05,0.000130602,-0.944471808
department,418,3148,0.000183987,0.000474206,-0.943463894
points,127,962,5.59E-05,0.000144913,-0.941710092
remains,54,415,2.38E-05,6.25E-05,-0.941689499
industrial,73,557,3.21E-05,8.39E-05,-0.941042713
2nd,61,467,2.68E-05,7.03E-05,-0.940739558
processing,244,1830,0.000107399,0.000275666,-0.936992644
participation,113,853,4.97E-05,0.000128494,-0.936954813
deal,358,2675,0.000157577,0.000402955,-0.935060829
beyond,59,448,2.60E-05,6.75E-05,-0.931917756
trader,62,470,2.73E-05,7.08E-05,-0.93137232
data,640,4753,0.000281702,0.000715979,-0.930651858
participants,210,1566,9.24E-05,0.000235898,-0.930378633
certainly,70,527,3.08E-05,7.94E-05,-0.927019759
though,182,1348,8.01E-05,0.000203059,-0.922614091
annual,112,830,4.93E-05,0.000125029,-0.918547926
systems,456,3335,0.000200713,0.000502375,-0.914490448
concerning,60,447,2.64E-05,6.73E-05,-0.913526839
education,161,1177,7.09E-05,0.0001773,-0.908668101
maintainer,87,639,3.83E-05,9.63E-05,-0.906289508
original,373,2702,0.00016418,0.000407022,-0.904287145
style,412,2979,0.000181346,0.000448748,-0.902782972
interface,90,656,3.96E-05,9.88E-05,-0.899226469
associate,66,483,2.91E-05,7.28E-05,-0.897905605
brown,66,483,2.91E-05,7.28E-05,-0.897905605
status,173,1250,7.61E-05,0.000188297,-0.89759366
44,162,1171,7.13E-05,0.000176396,-0.897480021
difficult,77,561,3.39E-05,8.45E-05,-0.896337574
task,59,432,2.60E-05,6.51E-05,-0.896090767
techniques,94,682,4.14E-05,0.000102735,-0.895276513
century,82,596,3.61E-05,8.98E-05,-0.895005561
thus,123,889,5.41E-05,0.000133917,-0.894786846
forum,86,624,3.79E-05,9.40E-05,-0.8940475
listmaster,87,630,3.83E-05,9.49E-05,-0.892251749
perform,51,371,2.24E-05,5.59E-05,-0.886264875
presented,108,771,4.75E-05,0.000116141,-0.88104917
says,152,1081,6.69E-05,0.000162839,-0.88078404
ma,89,636,3.92E-05,9.58E-05,-0.879475922
publishing,94,671,4.14E-05,0.000101078,-0.879174012
development,391,2760,0.000172102,0.000415759,-0.878623681
either,256,1805,0.000112681,0.0002719,-0.875710634
nbsp,669,4683,0.000294467,0.000705434,-0.871673102
england,84,594,3.70E-05,8.95E-05,-0.868225842
pretty,75,530,3.30E-05,7.98E-05,-0.865730826
planning,85,599,3.74E-05,9.02E-05,-0.864991264
together,208,1451,9.16E-05,0.000218575,-0.863908055
far,191,1333,8.41E-05,0.000200799,-0.863793642
storage,91,638,4.01E-05,9.61E-05,-0.860907339
different,450,3110,0.000198072,0.000468482,-0.857963337
overview,51,359,2.24E-05,5.41E-05,-0.853972624
rose,50,352,2.20E-05,5.30E-05,-0.853592444
utilities,57,400,2.51E-05,6.03E-05,-0.853525737
7,158,1090,6.95E-05,0.000164195,-0.850869683
dans,66,460,2.91E-05,6.93E-05,-0.849793106
common,162,1116,7.13E-05,0.000168111,-0.849650576
asked,171,1175,7.53E-05,0.000176999,-0.84753184
critical,77,533,3.39E-05,8.03E-05,-0.84575227
port,61,424,2.68E-05,6.39E-05,-0.845564169
mention,59,408,2.60E-05,6.15E-05,-0.839822207
install,71,489,3.13E-05,7.37E-05,-0.839406157
australia,100,685,4.40E-05,0.000103187,-0.839165001
should,1232,8335,0.000542277,0.001255561,-0.838515017
unit,108,737,4.75E-05,0.00011102,-0.836342434
automatic,76,521,3.35E-05,7.85E-05,-0.83595924
uses,101,687,4.45E-05,0.000103488,-0.83232215
west,144,972,6.34E-05,0.000146419,-0.828431656
final,301,2016,0.000132488,0.000303685,-0.825264943
asset,62,422,2.73E-05,6.36E-05,-0.825227876
title,278,1861,0.000122364,0.000280336,-0.824406452
brief,75,507,3.30E-05,7.64E-05,-0.82192585
length,129,865,5.68E-05,0.000130301,-0.820840578
environment,81,546,3.57E-05,8.22E-05,-0.82032944
tel,277,1845,0.000121924,0.000277926,-0.819376921
changed,79,532,3.48E-05,8.01E-05,-0.818980851
various,212,1413,9.33E-05,0.00021285,-0.818648342
northern,59,399,2.60E-05,6.01E-05,-0.817877517
agree,87,584,3.83E-05,8.80E-05,-0.817253909
concept,58,391,2.55E-05,5.89E-05,-0.814413792
11,934,6138,0.000411109,0.000924611,-0.809165862
messages,191,1261,8.41E-05,0.000189954,-0.80854956
except,75,500,3.30E-05,7.53E-05,-0.80820387
1,597,3907,0.000262775,0.00058854,-0.804243956
however,366,2397,0.000161098,0.000361077,-0.80365397
testing,60,399,2.64E-05,6.01E-05,-0.801688574
problem,304,1987,0.000133809,0.000299316,-0.800979951
1px,65,431,2.86E-05,6.49E-05,-0.800387105
panel,99,651,4.36E-05,9.81E-05,-0.79858294
primarily,51,339,2.24E-05,5.11E-05,-0.797720909
thursday,252,1641,0.00011092,0.000247196,-0.796430738
indicate,80,526,3.52E-05,7.92E-05,-0.795549856
progress,76,500,3.35E-05,7.53E-05,-0.795345578
standard,191,1244,8.41E-05,0.000187393,-0.79504806
4,224,1457,9.86E-05,0.000219478,-0.794679936
allen,52,342,2.29E-05,5.15E-05,-0.787765438
mm,70,457,3.08E-05,6.88E-05,-0.786406259
16,474,3037,0.000208636,0.000457485,-0.782556632
correct,99,640,4.36E-05,9.64E-05,-0.781714957
speak,92,592,4.05E-05,8.92E-05,-0.776211274
often,146,934,6.43E-05,0.000140695,-0.775247703
obviously,54,349,2.38E-05,5.26E-05,-0.771455937
parts,80,513,3.52E-05,7.73E-05,-0.770840274
reduced,56,361,2.46E-05,5.44E-05,-0.769716605
senior,87,556,3.83E-05,8.38E-05,-0.768687077
second,403,2546,0.000177384,0.000383522,-0.768061195
running,116,738,5.11E-05,0.00011117,-0.767649195
called,180,1139,7.92E-05,0.000171576,-0.765954437
january,208,1314,9.16E-05,0.000197937,-0.765205724
exposure,59,378,2.60E-05,5.69E-05,-0.764719076
9,272,1710,0.000119723,0.00025759,-0.761739923
across,160,1003,7.04E-05,0.000151089,-0.755810859
point,363,2264,0.000159778,0.000341043,-0.754910924
3,253,1579,0.00011136,0.000237856,-0.754149767
executive,121,757,5.33E-05,0.000114032,-0.751438567
file,420,2597,0.000184867,0.000391205,-0.746752335
questions,567,3485,0.000249571,0.000524971,-0.741504804
lines,136,841,5.99E-05,0.000126686,-0.74096876
williams,78,484,3.43E-05,7.29E-05,-0.73802449
remain,75,465,3.30E-05,7.00E-05,-0.736618936
ext,56,349,2.46E-05,5.26E-05,-0.736531249
monday,286,1751,0.000125886,0.000263766,-0.735558871
confirmed,63,391,2.77E-05,5.89E-05,-0.734718164
errors,63,391,2.77E-05,5.89E-05,-0.734718164
closing,58,360,2.55E-05,5.42E-05,-0.733246833
etc,473,2871,0.000208196,0.000432479,-0.728574798
previous,122,745,5.37E-05,0.000112225,-0.727520125
board,156,950,6.87E-05,0.000143105,-0.726847692
facilities,50,309,2.20E-05,4.65E-05,-0.725875085
di,94,574,4.14E-05,8.65E-05,-0.724688403
usually,82,501,3.61E-05,7.55E-05,-0.723457615
institutions,52,320,2.29E-05,4.82E-05,-0.722583917
2002,498,2999,0.0002192,0.000451761,-0.720830141
preferences,74,451,3.26E-05,6.79E-05,-0.719511485
background,119,720,5.24E-05,0.000108459,-0.718130512
north,222,1337,9.77E-05,0.000201402,-0.718013926
categories,86,521,3.79E-05,7.85E-05,-0.715726082
frank,67,407,2.95E-05,6.13E-05,-0.714689554
var,61,371,2.68E-05,5.59E-05,-0.714232556
elements,50,304,2.20E-05,4.58E-05,-0.709907368
levels,102,613,4.49E-05,9.23E-05,-0.709870861
class,295,1758,0.000129847,0.00026482,-0.708790502
13,383,2280,0.000168581,0.000343453,-0.708625379
july,386,2292,0.000169902,0.000345261,-0.706102986
transactions,134,800,5.90E-05,0.00012051,-0.705960004
itself,109,652,4.80E-05,9.82E-05,-0.705934603
pacific,78,468,3.43E-05,7.05E-05,-0.704870345
text,451,2673,0.000198512,0.000402653,-0.704681597
nov,106,632,4.67E-05,9.52E-05,-0.702429441
installed,65,390,2.86E-05,5.87E-05,-0.702019157
markets,161,956,7.09E-05,0.000144009,-0.701997598
tech,99,589,4.36E-05,8.87E-05,-0.699561486
specific,237,1399,0.000104318,0.000210741,-0.698382936
india,96,569,4.23E-05,8.57E-05,-0.695478256
power,524,3076,0.000230644,0.00046336,-0.695459755
detailed,97,572,4.27E-05,8.62E-05,-0.690551904
cant,185,1082,8.14E-05,0.000162989,-0.687858102
reporting,80,471,3.52E-05,7.10E-05,-0.686561061
format,193,1126,8.50E-05,0.000169618,-0.685648762
desktop,57,337,2.51E-05,5.08E-05,-0.685191369
files,246,1432,0.000108279,0.000215713,-0.684664514
feedback,109,635,4.80E-05,9.57E-05,-0.679784837
run,240,1390,0.000105638,0.000209386,-0.679499479
importance,67,392,2.95E-05,5.90E-05,-0.677752138
described,67,392,2.95E-05,5.90E-05,-0.677752138
santa,50,294,2.20E-05,4.43E-05,-0.677186054
relationship,104,603,4.58E-05,9.08E-05,-0.674601782
communication,279,1604,0.000122805,0.000241622,-0.672800721
outlook,55,321,2.42E-05,4.84E-05,-0.671837227
mid,87,504,3.83E-05,7.59E-05,-0.671711648
98,242,1390,0.000106519,0.000209386,-0.671278179
outside,135,778,5.94E-05,0.000117196,-0.670996017
TRUE,304,1741,0.000133809,0.000262259,-0.669284035
url,314,1797,0.00013821,0.000270695,-0.668695584
spring,58,337,2.55E-05,5.08E-05,-0.66846071
indicated,51,297,2.24E-05,4.47E-05,-0.668165313
whatever,89,512,3.92E-05,7.71E-05,-0.66510066
inquiries,51,296,2.24E-05,4.46E-05,-0.664866487
methods,195,1109,8.58E-05,0.000167057,-0.660335748
responses,124,702,5.46E-05,0.000105747,-0.652644544
think,596,3347,0.000262335,0.000504183,-0.651492412
maybe,126,712,5.55E-05,0.000107254,-0.65094276
present,250,1406,0.00011004,0.000211796,-0.650443609
30,1337,7484,0.000588494,0.001127369,-0.649264531
transmission,71,403,3.13E-05,6.07E-05,-0.648834375
spain,112,630,4.93E-05,9.49E-05,-0.645357826
two,951,5299,0.000418592,0.000798227,-0.644361825
would,2062,11471,0.00090761,0.00172796,-0.643359691
accessible,61,345,2.68E-05,5.20E-05,-0.642898819
energy,599,3331,0.000263656,0.000501773,-0.641708145
23,318,1768,0.000139971,0.000266327,-0.639918275
ch,80,448,3.52E-05,6.75E-05,-0.637209485
desk,76,425,3.35E-05,6.40E-05,-0.635136267
internal,97,540,4.27E-05,8.13E-05,-0.633661676
deals,191,1057,8.41E-05,0.000159224,-0.633089412
both,628,3452,0.00027642,0.00052,-0.630215571
showing,56,313,2.46E-05,4.71E-05,-0.629807143
fax,974,5340,0.000428716,0.000804403,-0.628218786
leaving,54,301,2.38E-05,4.53E-05,-0.626466548
angeles,67,372,2.95E-05,5.60E-05,-0.626279066
american,365,1998,0.000160658,0.000300973,-0.62485316
document,144,790,6.34E-05,0.000119003,-0.622670328
external,57,316,2.51E-05,4.76E-05,-0.622133631
which,2299,12518,0.001011927,0.001885677,-0.621972415
problems,310,1690,0.00013645,0.000254577,-0.620266514
flow,100,549,4.40E-05,8.27E-05,-0.620219472
specifically,71,391,3.13E-05,5.89E-05,-0.619102611
resource,95,521,4.18E-05,7.85E-05,-0.618637757
cut,123,671,5.41E-05,0.000101078,-0.615863921
african,77,422,3.39E-05,6.36E-05,-0.615466688
project,370,2001,0.000162859,0.000301425,-0.612826515
contents,129,699,5.68E-05,0.000105295,-0.609568861
quarter,149,806,6.56E-05,0.000121414,-0.608944029
allowed,57,311,2.51E-05,4.68E-05,-0.606515072
solid,149,804,6.56E-05,0.000121112,-0.606479877
tea,60,327,2.64E-05,4.93E-05,-0.606284258
unfortunately,58,316,2.55E-05,4.76E-05,-0.605402972
1st,81,438,3.57E-05,6.60E-05,-0.602886936
26,293,1569,0.000128967,0.00023635,-0.602255814
doesnt,121,650,5.33E-05,9.79E-05,-0.600477689
building,180,963,7.92E-05,0.000145064,-0.59916035
31,395,2105,0.000173863,0.000317091,-0.598335115
individual,218,1163,9.60E-05,0.000175191,-0.597323878
6,211,1123,9.29E-05,0.000169166,-0.594821635
explain,89,474,3.92E-05,7.14E-05,-0.589008974
plant,78,416,3.43E-05,6.27E-05,-0.588834078
course,365,1925,0.000160658,0.000289977,-0.58775802
percent,181,956,7.97E-05,0.000144009,-0.586443666
activities,119,630,5.24E-05,9.49E-05,-0.585903391
looked,52,278,2.29E-05,4.19E-05,-0.584949801
still,504,2645,0.000221841,0.000398435,-0.58359574
checking,60,319,2.64E-05,4.81E-05,-0.582014054
interests,96,507,4.23E-05,7.64E-05,-0.5815181
term,320,1673,0.000140851,0.000252016,-0.578674849
answers,90,474,3.96E-05,7.14E-05,-0.578112285
signs,65,343,2.86E-05,5.17E-05,-0.575893622
some,1754,9114,0.00077204,0.001372908,-0.575083088
avenue,57,301,2.51E-05,4.53E-05,-0.574526517
sometimes,84,441,3.70E-05,6.64E-05,-0.574218553
walk,53,280,2.33E-05,4.22E-05,-0.573693644
night,130,679,5.72E-05,0.000102283,-0.573227406
talk,221,1150,9.73E-05,0.000173233,-0.572619486
15,1097,5683,0.000482855,0.000856071,-0.571735258
28,273,1417,0.000120164,0.000213453,-0.570948433
child,122,636,5.37E-05,9.58E-05,-0.570846984
possible,515,2665,0.000226682,0.000401448,-0.569615166
trying,176,913,7.75E-05,0.000137532,-0.5684073
educational,50,263,2.20E-05,3.96E-05,-0.568359667
alias,88,459,3.87E-05,6.91E-05,-0.568319862
space,158,819,6.95E-05,0.000123372,-0.567021828
assessment,59,309,2.60E-05,4.65E-05,-0.567012695
ok,120,623,5.28E-05,9.38E-05,-0.566635124
operations,161,834,7.09E-05,0.000125631,-0.566481363
responsible,91,473,4.01E-05,7.13E-05,-0.565250321
ideas,158,817,6.95E-05,0.000123071,-0.564596521
division,53,277,2.33E-05,4.17E-05,-0.563172343
nature,130,671,5.72E-05,0.000101078,-0.561490845
features,228,1173,0.000100356,0.000176697,-0.561439096
45,375,1922,0.00016506,0.000289525,-0.559340026
natural,504,2579,0.000221841,0.000388493,-0.558390468
post,292,1491,0.000128527,0.0002246,-0.554877217
license,81,417,3.57E-05,6.28E-05,-0.554505837
sections,53,274,2.33E-05,4.13E-05,-0.552539165
determined,64,329,2.82E-05,4.96E-05,-0.550005181
regard,52,268,2.29E-05,4.04E-05,-0.54918553
pm,831,4208,0.000365773,0.000633881,-0.548695696
reading,218,1107,9.60E-05,0.000166755,-0.548261733
kernel,76,389,3.35E-05,5.86E-05,-0.548048743
among,206,1046,9.07E-05,0.000157567,-0.547947272
centre,199,1010,8.76E-05,0.000152144,-0.547336705
but,2847,14357,0.001253135,0.002162699,-0.545373022
tend,58,297,2.55E-05,4.47E-05,-0.544708313
population,66,337,2.91E-05,5.08E-05,-0.543828444
payable,73,372,3.21E-05,5.60E-05,-0.543211518
might,470,2364,0.000206875,0.000356106,-0.541096313
networks,120,607,5.28E-05,9.14E-05,-0.54089527
given,392,1969,0.000172543,0.000296605,-0.539342725
2,402,2019,0.000176944,0.000304137,-0.539289149
canada,313,1573,0.00013777,0.000236952,-0.539252437
unknown,111,560,4.89E-05,8.44E-05,-0.537666936
