ngram,phish_count,clean_count,phish_freq,clean_freq,phish_score
and information,60.0,515.0,6.15231280819242e-05,0.00018309190680444184,-1.079898588804249
case of,65.0,556.0,6.665005542208455e-05,0.00019766815569566927,-1.07728769961775
be made,69.0,581.0,7.075159729421283e-05,0.00020655611233666159,-1.062191607681
in that,54.0,450.0,5.537081527373178e-05,0.0001599832195378618,-1.049348568189659
north america,72.0,589.0,7.382775369830904e-05,0.00020940025846177913,-1.0338228543832846
such a,81.0,636.0,8.305622291059767e-05,0.00022610961694684469,-0.9939468996519649
so far,56.0,437.0,5.742158620979592e-05,0.0001553614820845458,-0.9844850711288806
development of,97.0,753.0,9.946239039911079e-05,0.00026770525402668876,-0.9838316363598343
research and,66.0,512.0,6.767544089011662e-05,0.00018202535200752276,-0.9802330268950269
i e,125.0,956.0,0.00012817318350400874,0.0003398754619515464,-0.9703631845713766
natural gas,94.0,719.0,9.638623399501458e-05,0.0002556176329949392,-0.9689023017432956
couple of,64.0,481.0,6.562466995405247e-05,0.00017100428577269228,-0.9484444650977075
he is,62.0,466.0,6.357389901798833e-05,0.0001656715117880969,-0.9482145908869241
site http,50.0,376.0,5.12692734016035e-05,0.00013367486788052452,-0.9464547957818968
are also,80.0,592.0,8.20308374425656e-05,0.0002104668132586982,-0.9348560006210843
by email,99.0,731.0,0.00010151316133517493,0.0002598838521826155,-0.9340841038759599
if we,76.0,561.0,7.792929557043731e-05,0.00019944574702386773,-0.9319911627787553
in its,68.0,502.0,6.972621182618076e-05,0.00017847016935112583,-0.9311927552781416
but the,115.0,845.0,0.00011791932882368804,0.0003004129344655405,-0.9300358457058571
where the,69.0,508.0,7.075159729421283e-05,0.000180603278944964,-0.9286144055363413
types of,64.0,470.0,6.562466995405247e-05,0.00016709358485065566,-0.925445948301073
linux users,88.0,643.0,9.023392118682215e-05,0.00022859824480632253,-0.9229042490797681
information list,87.0,632.0,8.920853571879009e-05,0.00022468754388428591,-0.9170274398647248
irish linux,87.0,631.0,8.920853571879009e-05,0.00022433202561864622,-0.9154509302704084
list maintainer,87.0,629.0,8.920853571879009e-05,0.00022362098908736684,-0.9122904352858088
un subscription,87.0,629.0,8.920853571879009e-05,0.00022362098908736684,-0.9122904352858088
maintainer listmaster,87.0,629.0,8.920853571879009e-05,0.00022362098908736684,-0.9122904352858088
provide a,67.0,484.0,6.870082635814869e-05,0.00017207084056961136,-0.9094888201200824
users group,88.0,634.0,9.023392118682215e-05,0.0002253985804155653,-0.9088703052954424
of natural,54.0,390.0,5.537081527373178e-05,0.00013865212359948022,-0.9072029339698037
to it,52.0,375.0,5.3320044337667636e-05,0.00013331934961488483,-0.9053268712193193
that they,140.0,1002.0,0.0001435539655244898,0.0003562293021709723,-0.9047249769217494
form of,62.0,445.0,6.357389901798833e-05,0.00015820562820966335,-0.9023863366879583
for un,88.0,629.0,9.023392118682215e-05,0.00022362098908736684,-0.900987718141211
a list,75.0,536.0,7.690391010240524e-05,0.00019055779038287539,-0.8997133950651487
10 00,82.0,583.0,8.408160837862974e-05,0.00020726714886794097,-0.8952107306991136
1 00,50.0,357.0,5.12692734016035e-05,0.00012692002083337036,-0.894996539628468
for those,71.0,501.0,7.280236823027697e-05,0.00017811465108548614,-0.8866352887272588
terms of,100.0,698.0,0.000102538546803207,0.00024815174941650563,-0.8781181699912787
will take,88.0,614.0,9.023392118682215e-05,0.00021828821510277145,-0.8769601445137568
has to,53.0,371.0,5.434542980569971e-05,0.00013189727655232606,-0.8759823863082604
a more,65.0,452.0,6.665005542208455e-05,0.0001606942560691412,-0.8713590699432279
which is,219.0,1511.0,0.00022455941749902332,0.000537188099381576,-0.8696245096898847
subscription information,93.0,643.0,9.53608485269825e-05,0.00022859824480632253,-0.8682310363355449
as follows,50.0,347.0,5.12692734016035e-05,0.00012336483817697343,-0.8668107972814533
i believe,77.0,527.0,7.895468103846938e-05,0.00018735812599211815,-0.8568850891098966
the general,59.0,403.0,6.0497742613892126e-05,0.00014327386105279625,-0.8527128376125285
used in,58.0,396.0,5.9472357145860055e-05,0.0001407852331933184,-0.8521271164621586
information about,137.0,922.0,0.0001404778091203936,0.00032778784091979686,-0.8432698035467844
me that,66.0,446.0,6.767544089011662e-05,0.00015856114647530304,-0.8430355603299557
of new,87.0,581.0,8.920853571879009e-05,0.00020655611233666159,-0.8332776703931262
that would,80.0,534.0,8.20308374425656e-05,0.000189846753851596,-0.8322586959004395
1px solid,53.0,355.0,5.434542980569971e-05,0.00012620898430209097,-0.8322371929745724
have some,53.0,355.0,5.434542980569971e-05,0.00012620898430209097,-0.8322371929745724
found in,50.0,335.0,5.12692734016035e-05,0.00011909861898929712,-0.831904538419956
which has,56.0,369.0,5.742158620979592e-05,0.00013118624002104667,-0.8165263890204324
if the,164.0,1070.0,0.00016816321675725948,0.0003804045442344714,-0.8129965792244187
of course,133.0,863.0,0.0001363762672482653,0.00030681226324705496,-0.8067664248011059
rest of,78.0,506.0,7.998006650650145e-05,0.0001798922424136846,-0.8036984763220296
a variety,50.0,325.0,5.12692734016035e-05,0.00011554343633290019,-0.8018553558161976
1 the,50.0,324.0,5.12692734016035e-05,0.0001151879180672605,-0.7988001719275091
the current,102.0,656.0,0.00010458931773927113,0.00023321998225963854,-0.7967035604883737
are available,72.0,460.0,7.382775369830904e-05,0.00016353840219425874,-0.7879551360400748
be of,68.0,432.0,6.972621182618076e-05,0.00015358389075634734,-0.7819206798373967
be in,123.0,775.0,0.0001261224125679446,0.000275526655870762,-0.7771567201978898
or the,122.0,768.0,0.00012509702709991252,0.0002730380280112841,-0.7762152181614841
which the,69.0,435.0,7.075159729421283e-05,0.00015465044555326642,-0.7744026430843665
a second,58.0,364.0,5.9472357145860055e-05,0.0001294086486928482,-0.7684866176817159
acquisition of,73.0,457.0,7.485313916634111e-05,0.00016247184739733966,-0.7678416968968494
trying to,131.0,817.0,0.00013432549631220116,0.0002904584230276291,-0.7672144042610184
the development,90.0,560.0,9.228469212288629e-05,0.00019909022875822804,-0.7631123857783906
well as,271.0,1678.0,0.00027787946183669093,0.0005965596497434047,-0.7620744589901898
at the,1036.0,6383.0,0.0010622993448812245,0.0022692730895781596,-0.7585234644800793
in these,53.0,329.0,5.434542980569971e-05,0.00011696550939545896,-0.7567982017379191
i would,348.0,2140.0,0.00035683414287516037,0.0007608090884689428,-0.7556263932378172
for further,138.0,842.0,0.00014150319458842566,0.00029934637966862144,-0.7455719898931096
did nt,56.0,343.0,5.742158620979592e-05,0.00012194276511441466,-0.7440334743833678
as well,369.0,2242.0,0.00037836723770383383,0.0007970719515641915,-0.7436940573958902
since the,84.0,512.0,8.613237931469388e-05,0.00018202535200752276,-0.7421961152959041
later than,52.0,316.0,5.3320044337667636e-05,0.00011234377194214296,-0.7355321305914054
view of,52.0,314.0,5.3320044337667636e-05,0.00011163273541086357,-0.729239096982188
which was,51.0,308.0,5.2294658869635565e-05,0.00010949962581702542,-0.7291760173551004
but i,231.0,1382.0,0.00023686404311540815,0.0004913262431140556,-0.7274423294684734
or other,57.0,343.0,5.8446971677827984e-05,0.00012194276511441466,-0.7266342399398937
most of,138.0,826.0,0.00014150319458842566,0.00029365808741838636,-0.7264512408278948
does nt,72.0,432.0,7.382775369830904e-05,0.00015358389075634734,-0.725548076307989
that a,134.0,801.0,0.00013740165271629737,0.000284770130777394,-0.7250277644042636
aol com,62.0,372.0,6.357389901798833e-05,0.00013225279481796575,-0.724437747896449
during the,143.0,854.0,0.000146630121928586,0.00030361259885629775,-0.7243308321242335
system and,55.0,330.0,5.639620074176385e-05,0.00011732102766109866,-0.7234233918364119
level of,59.0,353.0,6.0497742613892126e-05,0.0001254979477708116,-0.721225616206697
as they,73.0,436.0,7.485313916634111e-05,0.0001550059638189061,-0.7210951446848656
is this,58.0,347.0,5.9472357145860055e-05,0.00012336483817697343,-0.7210331350980322
than the,100.0,595.0,0.000102538546803207,0.00021153336805561728,-0.7191550259304983
i do,153.0,907.0,0.0001568839766089067,0.00032245506693520144,-0.7171997696304618
has not,64.0,381.0,6.562466995405247e-05,0.00013545245920872298,-0.7169013410864019
but it,130.0,763.0,0.0001333001108441691,0.0002712604366830857,-0.7066821671260535
what is,153.0,896.0,0.0001568839766089067,0.00031854436601316485,-0.7050356869203808
name of,86.0,504.0,8.818315025075802e-05,0.00017918120588240522,-0.7032709206466543
both the,50.0,294.0,5.12692734016035e-05,0.00010452237009806972,-0.7025142775236131
a quick,61.0,358.0,6.254851354995626e-05,0.00012727553909901005,-0.7023769923836978
which will,80.0,468.0,8.20308374425656e-05,0.00016638254831937628,-0.701069826996152
any questions,180.0,1045.0,0.00018456938424577258,0.0003715165875934791,-0.6968527161073685
to run,50.0,292.0,5.12692734016035e-05,0.00010381133356679033,-0.6957532190012924
that if,59.0,344.0,6.0497742613892126e-05,0.00012229828338005435,-0.6956060190968566
there were,53.0,309.0,5.434542980569971e-05,0.00010985514408266511,-0.6946302540402924
would not,68.0,394.0,6.972621182618076e-05,0.00014007419666203902,-0.690469718054964
am not,50.0,289.0,5.12692734016035e-05,0.00010274477876987125,-0.6855251409750699
out that,55.0,317.0,5.639620074176385e-05,0.00011269929020778265,-0.6835790460943465
last year,67.0,383.0,6.870082635814869e-05,0.00013616349574000237,-0.6769614402312446
try to,91.0,517.0,9.331007759091836e-05,0.00018380294333572122,-0.6727020349445724
of which,74.0,420.0,7.587852463437317e-05,0.00014931767156867103,-0.6705242911766183
he has,60.0,341.0,6.15231280819242e-05,0.00012123172858313528,-0.6703821201403665
that he,94.0,531.0,9.638623399501458e-05,0.00018878019905467692,-0.6671816895093904
that the,835.0,4685.0,0.0008561968658067784,0.0016656030745219612,-0.6648751394556395
in his,82.0,461.0,8.408160837862974e-05,0.00016389392045989843,-0.6616914663814696
which i,89.0,497.0,9.125930665485422e-05,0.00017669257802292737,-0.6554518044147514
by a,195.0,1085.0,0.00019995016626625365,0.0003857373182190668,-0.6546887499772087
los angeles,65.0,363.0,6.665005542208455e-05,0.00012905313042720852,-0.653594888692367
a single,92.0,512.0,9.433546305895043e-05,0.00018202535200752276,-0.652222817125076
web page,63.0,351.0,6.45992844860204e-05,0.0001247869112395322,-0.6510245059872495
respond to,61.0,339.0,6.254851354995626e-05,0.00012052069205185589,-0.648280946116591
and an,87.0,481.0,8.920853571879009e-05,0.00017100428577269228,-0.6453953401660577
responsible for,62.0,342.0,6.357389901798833e-05,0.00012158724684877497,-0.6410127064775468
this week,94.0,513.0,9.638623399501458e-05,0.00018238087027316245,-0.6328803824406622
who is,86.0,468.0,8.818315025075802e-05,0.00016638254831937628,-0.6295897780348562
their own,108.0,586.0,0.00011074163054746356,0.00020833370366486005,-0.62774031063908
of a,824.0,4435.0,0.0008449176256584256,0.001576723508112038,-0.6233162837270927
the same,475.0,2553.0,0.00048705809731523325,0.000907638132178136,-0.6215124698608567
account of,56.0,300.0,5.742158620979592e-05,0.00010665547969190787,-0.6112506769467829
attention to,67.0,358.0,6.870082635814869e-05,0.00012727553909901005,-0.6099684258772892
thanks to,84.0,445.0,8.613237931469388e-05,0.00015820562820966335,-0.6027680623505663
not yet,60.0,318.0,6.15231280819242e-05,0.00011305480847342234,-0.6011425713395734
up a,58.0,307.0,5.9472357145860055e-05,0.00010914410755138572,-0.5996032231070572
the city,58.0,307.0,5.9472357145860055e-05,0.00010914410755138572,-0.5996032231070572
attempt to,56.0,296.0,5.742158620979592e-05,0.0001052334066293491,-0.5979531742889634
please call,65.0,343.0,6.665005542208455e-05,0.00012194276511441466,-0.5973707489385987
knowledge of,70.0,369.0,7.17769827622449e-05,0.00013118624002104667,-0.5968121030776787
if i,163.0,854.0,0.0001671378312892274,0.00030361259885629775,-0.5942567341966423
used to,149.0,779.0,0.0001527824347367784,0.0002769487289333208,-0.5918978263084631
with other,66.0,346.0,6.767544089011662e-05,0.00012300931991133374,-0.5909650714444313
to ask,57.0,299.0,5.8446971677827984e-05,0.00010629996142626818,-0.5905436072798135
the international,67.0,351.0,6.870082635814869e-05,0.0001247869112395322,-0.590377121028785
of such,55.0,288.0,5.639620074176385e-05,0.00010238926050423156,-0.5885229811176487
on a,536.0,2782.0,0.0005496066108651895,0.0009890518150096257,-0.5867366808594442
would have,127.0,660.0,0.00013022395444007288,0.0002346420553221973,-0.5854084994949157
there was,100.0,520.0,0.000102538546803207,0.0001848694981326403,-0.5851008282670991
details of,61.0,318.0,6.254851354995626e-05,0.00011305480847342234,-0.5848755018240401
should have,62.0,323.0,6.357389901798833e-05,0.0001148323998016208,-0.5843340278644841
how many,53.0,276.0,5.434542980569971e-05,9.812304131655525e-05,-0.5827678332847598
each other,51.0,265.0,5.2294658869635565e-05,9.421234039451861e-05,-0.5802734420637289
was a,166.0,857.0,0.00017021398769332362,0.0003046791536532168,-0.5796218702140329
how do,54.0,280.0,5.537081527373178e-05,9.954511437911402e-05,-0.5786549611787118
a time,57.0,295.0,5.8446971677827984e-05,0.00010487788836370941,-0.5772017506226607
with some,51.0,264.0,5.2294658869635565e-05,9.385682212887892e-05,-0.5765325019182369
for their,76.0,392.0,7.792929557043731e-05,0.0001393631601307596,-0.575680605987207
of each,62.0,320.0,6.357389901798833e-05,0.00011376584500470173,-0.5750836330645488
include a,80.0,410.0,8.20308374425656e-05,0.0001457624889122741,-0.5696034841605706
is it,121.0,619.0,0.00012407164163188045,0.0002200658064309699,-0.5695737176707102
the first,506.0,2581.0,0.0005188450468242274,0.0009175926436160473,-0.5693119833115605
this year,138.0,705.0,0.00014150319458842566,0.0002506403772759835,-0.5686365763476237
the one,93.0,474.0,9.53608485269825e-05,0.00016851565791321444,-0.5648453161142374
will continue,66.0,337.0,6.767544089011662e-05,0.0001198096555205765,-0.5648245602011316
about the,454.0,2294.0,0.0004655250024865598,0.0008155589013774555,-0.5597874339170175
number of,396.0,1994.0,0.0004060526453406997,0.0007089034216855477,-0.5561864081789216
as an,178.0,897.0,0.00018251861330970844,0.0003188998842788045,-0.5556919879328852
so we,53.0,268.0,5.434542980569971e-05,9.527889519143769e-05,-0.5536550511522021
it was,343.0,1722.0,0.000351707215535,0.0006122024534315512,-0.553056852991374
the day,88.0,442.0,9.023392118682215e-05,0.00015713907341274427,-0.5500480865764268
that it,315.0,1573.0,0.00032299642243010206,0.000559230231851237,-0.5476153536959236
in a,967.0,4824.0,0.0009915477475870116,0.0017150201134458786,-0.5474878812973375
be very,53.0,266.0,5.434542980569971e-05,9.456785866015831e-05,-0.5462424703006625
in many,52.0,261.0,5.3320044337667636e-05,9.279026733195984e-05,-0.546167791360449
and its,149.0,744.0,0.0001527824347367784,0.0002645055896359315,-0.5460970516272802
behalf of,75.0,375.0,7.690391010240524e-05,0.00013331934961488483,-0.5447440252142589
of information,90.0,447.0,9.228469212288629e-05,0.00015891666474094273,-0.53899681135163
if they,116.0,574.0,0.00011894471429172011,0.00020406748447718374,-0.536308195153081
because it,70.0,347.0,7.17769827622449e-05,0.00012336483817697343,-0.5358197546793501
systems and,50.0,247.0,5.12692734016035e-05,8.781301161300415e-05,-0.5301244746778243
to bring,98.0,482.0,0.00010048777586714286,0.00017135980403833198,-0.5296458193920794
be the,186.0,913.0,0.000190721697053965,0.0003245881765290396,-0.5295884946137933
i hope,110.0,540.0,0.0001127924014835277,0.00019197986344543416,-0.5282101003140991
on an,54.0,266.0,5.537081527373178e-05,9.456785866015831e-05,-0.5278849921536456
range of,114.0,559.0,0.00011689394335565597,0.00019873471049258835,-0.527204603306147
0 0,143.0,700.0,0.000146630121928586,0.000248862785947785,-0.5262019415244626
2 the,55.0,270.0,5.639620074176385e-05,9.598993172271708e-05,-0.5246290644760717
will also,144.0,703.0,0.00014765550739661808,0.0002499293407447041,-0.5235397903428085
a call,65.0,318.0,6.665005542208455e-05,0.00011305480847342234,-0.5223309350775256
wall street,98.0,478.0,0.00010048777586714286,0.0001699377309757732,-0.5213609874222597
and to,208.0,1010.0,0.00021328017735067054,0.0003590734482960898,-0.5190236350140283
i also,58.0,283.0,5.9472357145860055e-05,0.0001006116691760331,-0.5189720287008354
is more,68.0,331.0,6.972621182618076e-05,0.00011767654592673835,-0.5175854395296475
may have,137.0,664.0,0.0001404778091203936,0.00023606412838475608,-0.5161878096553107
i ll,123.0,596.0,0.0001261224125679446,0.00021188888632125698,-0.5156198684199252
but we,69.0,334.0,7.075159729421283e-05,0.00011874310072365743,-0.5121385043004033
limited to,108.0,521.0,0.00011074163054746356,0.00018522501639828,-0.5107663718595181
when we,55.0,266.0,5.639620074176385e-05,9.456785866015831e-05,-0.5098584450765413
to register,64.0,309.0,6.562466995405247e-05,0.00010985514408266511,-0.5091494120948052
be given,59.0,285.0,6.0497742613892126e-05,0.00010132270570731248,-0.5091311318293422
to review,52.0,251.0,5.3320044337667636e-05,8.923508467556292e-05,-0.5075250173210679
of its,201.0,964.0,0.00020610247907444607,0.00034271960807666396,-0.5066124934521121
how we,55.0,265.0,5.639620074176385e-05,9.421234039451861e-05,-0.5061314474223954
was not,96.0,460.0,9.843700493107872e-05,0.00016353840219425874,-0.5036196635588563
had a,113.0,541.0,0.00011586855788762391,0.00019233538171107385,-0.5033765434618851
take the,82.0,393.0,8.408160837862974e-05,0.0001397186783963993,-0.5031518141971956
1 2,197.0,941.0,0.0002020009372023178,0.000334542687966951,-0.5025385893877523
in and,54.0,259.0,5.537081527373178e-05,9.207923080068046e-05,-0.5014995096582701
up in,57.0,273.0,5.8446971677827984e-05,9.705648651963616e-05,-0.5004590228148733
and email,98.0,468.0,0.00010048777586714286,0.00016638254831937628,-0.5003435448206278
say that,64.0,306.0,6.562466995405247e-05,0.00010878858928574603,-0.4994816722703423
had been,80.0,382.0,8.20308374425656e-05,0.00013580797747436268,-0.4993662441122865
used for,59.0,282.0,6.0497742613892126e-05,0.0001002561509103934,-0.4986529852000972
the following,830.0,3943.0,0.0008510699384666181,0.0014018085214173091,-0.4985629819626039
can be,665.0,3158.0,0.0006818813362413265,0.0011227266828901501,-0.498084730751148
will be,2374.0,11263.0,0.002434265101108134,0.004004202225899861,-0.49753845090368115
members of,118.0,561.0,0.00012099548522778425,0.00019944574702386773,-0.49655958400246936
to announce,75.0,357.0,7.690391010240524e-05,0.00012692002083337036,-0.4959290859020179
be a,387.0,1832.0,0.00039682417612841106,0.0006513094626519174,-0.4945089461374328
after the,164.0,775.0,0.00016816321675725948,0.000275526655870762,-0.49144319242491397
i could,92.0,435.0,9.433546305895043e-05,0.00015465044555326642,-0.49021089773513804
at all,124.0,584.0,0.00012714779803597666,0.00020762266713358066,-0.4873429298611022
have any,251.0,1180.0,0.00025737175247604957,0.00041951155345483764,-0.4870725056626613
years ago,83.0,391.0,8.510699384666181e-05,0.0001390076418651199,-0.4861063683900414
the three,50.0,236.0,5.12692734016035e-05,8.390231069096753e-05,-0.4850926178063936
give me,52.0,245.0,5.3320044337667636e-05,8.710197508172476e-05,-0.4836016518445249
they would,55.0,259.0,5.639620074176385e-05,9.207923080068046e-05,-0.48347296258116584
they were,101.0,474.0,0.00010356393227123906,0.00016851565791321444,-0.4831466232174529
the last,204.0,954.0,0.00020917863547854226,0.00033916442542026703,-0.4814712906287954
way of,68.0,319.0,6.972621182618076e-05,0.00011341032673906204,-0.48097509218920126
for these,56.0,263.0,5.742158620979592e-05,9.350130386323923e-05,-0.48092818348004573
the end,198.0,924.0,0.00020302632267034986,0.00032849887745107625,-0.4793239288934896
p m,151.0,705.0,0.00015483320567284255,0.0002506403772759835,-0.47921475312084527
to me,253.0,1180.0,0.0002594225234121137,0.00041951155345483764,-0.4791665525202887
are in,121.0,565.0,0.00012407164163188045,0.0002008678200864265,-0.47872642102975943
use a,53.0,248.0,5.434542980569971e-05,8.816852987864384e-05,-0.4769340865419719
a special,117.0,545.0,0.00011997009975975218,0.00019375745477363262,-0.47621155706521423
as it,125.0,582.0,0.00012817318350400874,0.00020691163060230128,-0.4759591247653675
that are,189.0,878.0,0.00019379785345806122,0.0003121450372316504,-0.4747040890121543
a short,85.0,395.0,8.715776478272595e-05,0.0001404297149276787,-0.4726748884026117
not the,135.0,625.0,0.00013842703818432945,0.00022219891602480807,-0.4705219333071548
with it,54.0,251.0,5.537081527373178e-05,8.923508467556292e-05,-0.47046675191223053
3 1,53.0,246.0,5.434542980569971e-05,8.745749334736445e-05,-0.4689280487296887
we would,151.0,695.0,0.00015483320567284255,0.0002470851946195866,-0.46498597301648853
and that,214.0,984.0,0.00021943249015886297,0.0003498299733894578,-0.4647102188771869
not have,110.0,506.0,0.0001127924014835277,0.0001798922424136846,-0.46352575952845915
is in,185.0,848.0,0.00018969631158593294,0.0003014794892624596,-0.4613313001093783
hong kong,64.0,294.0,6.562466995405247e-05,0.00010452237009806972,-0.45984804059491563
questions or,63.0,289.0,6.45992844860204e-05,0.00010274477876987125,-0.45836904406952184
some of,312.0,1423.0,0.0003199202660260058,0.000505902492005283,-0.4571259618005203
when it,64.0,293.0,6.562466995405247e-05,0.00010416685183243002,-0.4564732253119149
10 minutes,50.0,229.0,5.12692734016035e-05,8.141368283148968e-05,-0.4553427851505252
do nt,329.0,1495.0,0.000337351818982551,0.0005314998071313409,-0.4534962966867889
in their,148.0,673.0,0.00015175704926874634,0.00023926379277551332,-0.4528887102525289
to talk,54.0,246.0,5.537081527373178e-05,8.745749334736445e-05,-0.4505705705826717
on their,75.0,341.0,7.690391010240524e-05,0.00012123172858313528,-0.45044251225598697
continue to,127.0,576.0,0.00013022395444007288,0.00020477852100846312,-0.4498950102574755
about how,55.0,250.0,5.639620074176385e-05,8.887956640992322e-05,-0.4484925112387959
i thought,67.0,304.0,6.870082635814869e-05,0.00010807755275446664,-0.4478469487743985
and he,71.0,322.0,7.280236823027697e-05,0.00011447688153598111,-0.4476795291328441
collection of,56.0,254.0,5.742158620979592e-05,9.0301639472482e-05,-0.44648329600291436
payable to,64.0,290.0,6.562466995405247e-05,0.00010310029703551095,-0.4462799002955026
the european,75.0,339.0,7.690391010240524e-05,0.00012052069205185589,-0.4446084077477447
an additional,69.0,312.0,7.075159729421283e-05,0.00011092169887958419,-0.4445893933199858
up with,122.0,550.0,0.00012509702709991252,0.00019553504610183108,-0.4437891001110881
know the,60.0,271.0,6.15231280819242e-05,9.634544998835677e-05,-0.44272945443237477
mailing address,54.0,244.0,5.537081527373178e-05,8.674645681608507e-05,-0.4424999184765429
list of,250.0,1123.0,0.00025634636700801747,0.0003992470123133751,-0.44165897822881056
is that,367.0,1647.0,0.0003763164667677697,0.0005855385835085742,-0.4411541822458291
next week,94.0,423.0,9.638623399501458e-05,0.0001503842263655901,-0.4411362845015158
po box,89.0,400.0,9.125930665485422e-05,0.00014220730625587717,-0.43969011158538185
how the,85.0,382.0,8.715776478272595e-05,0.00013580797747436268,-0.4394503273740286
believe that,109.0,489.0,0.00011176701601549563,0.00017384843189780983,-0.43859561010481685
and what,80.0,359.0,8.20308374425656e-05,0.00012763105736464974,-0.43773621201236534
now available,76.0,341.0,7.792929557043731e-05,0.00012123172858313528,-0.4373661987995674
this and,85.0,381.0,8.715776478272595e-05,0.00013545245920872298,-0.43684827878956417
here are,71.0,318.0,7.280236823027697e-05,0.00011305480847342234,-0.4352882880086464
this time,58.0,260.0,5.9472357145860055e-05,9.243474906632015e-05,-0.4350769677777774
using a,85.0,380.0,8.715776478272595e-05,0.0001350969409430833,-0.43423944188087427
available on,84.0,375.0,8.613237931469388e-05,0.00013331934961488483,-0.43279160718983567
of the,7152.0,31742.0,0.007333556867365364,0.011284860787935133,-0.4309536882140373
1 1,72.0,321.0,7.382775369830904e-05,0.00011412136327034142,-0.4307980497666331
it can,93.0,414.0,9.53608485269825e-05,0.00014718456197483287,-0.43035855371670834
if a,54.0,241.0,5.537081527373178e-05,8.567990201916599e-05,-0.43027048140339874
which can,50.0,223.0,5.12692734016035e-05,7.928057323765152e-05,-0.4291189726218995
to understand,64.0,285.0,6.562466995405247e-05,0.00010132270570731248,-0.4290566718145739
this issue,72.0,320.0,7.382775369830904e-05,0.00011376584500470173,-0.4277050673277181
of other,65.0,289.0,6.665005542208455e-05,0.00010274477876987125,-0.4275856588709513
a way,90.0,399.0,9.228469212288629e-05,0.00014185178799023748,-0.4261516223299178
and some,63.0,279.0,6.45992844860204e-05,9.918959611347433e-05,-0.4234995633918205
the major,68.0,301.0,6.972621182618076e-05,0.00010701099795754757,-0.42341680349923594
nt have,51.0,226.0,5.2294658869635565e-05,8.03471280345706e-05,-0.422889411900169
s not,61.0,270.0,6.254851354995626e-05,9.598993172271708e-05,-0.42280356932579927
is available,119.0,525.0,0.00012202087069581632,0.00018664708946083877,-0.4222089935614795
according to,209.0,920.0,0.00021430556281870262,0.0003270768043885175,-0.4211894991345875
tr td,103.0,452.0,0.0001056147032073032,0.0001606942560691412,-0.41648581281266206
and the,1814.0,7923.0,0.0018600492390101748,0.0028167712186632867,-0.41480578879735724
is going,73.0,320.0,7.485313916634111e-05,0.00011376584500470173,-0.4140948307954317
